Obj_fct_value;snw_dth;snw_ast;snw_amt;snw_amf;snw_pmf;sl0_mse;sl1_mse;sl0_fcy;sl0_bt0;sl1_pwp;sl1_fcy;sl1_bt0;urr_dth;lrr_dth;urr_rsr;urr_tdh;urr_tdr;urr_cst;urr_dro;urr_ulc;lrr_tdh;lrr_cst;lrr_dro;x
0.42485145677106395;0.0;-9999.0;-9999.0;0.0;0.0;5.490.738.404.475.610;9.785.509.811.503.190;16.732.619.164.990.100;25.091.615.479.304.800;9.995.012.630.246.840;7.295.000.188.084.870;0.9683143077168594;13.970.611.654.074.200;0.6815997449550291;0.7316251782934767;21.239.422.157.528.600;0.6167435724078396;0.000536953890705294;0.9003199334476857;0.06595554005263948;45.226.424.163.272.800;0.02515005359780509;0.9961207022611992;
0.4240079540843169;0.0;-9999.0;-9999.0;0.0;0.0;602.525.324.991.244;7.802.373.186.300.550;1.549.774.168.250.060;264.722.121.558.402;1.586.841.617.002.230;57.755.598.691.806.000;11.449.039.624.742.800;0.6806533047723757;18.157.832.556.975.400;0.7659628649788266;43.999.199.908.409.700;0.49383308846803364;0.00043631626630608045;0.9664959454652315;0.07347402983918838;12.029.553.425.438.200;0.02417250036213714;0.9833553502095673;
0.4218234737420624;0.0;-9999.0;-9999.0;0.0;0.0;9.517.151.073.489.630;6.560.638.176.758.090;1.723.633.498.870.330;27.475.489.217.519.900;26.927.548.280.072.700;7.985.163.003.945.610;13.496.094.761.491.700;23.642.822.757.506.300;0.38912833855175144;0.40456200729919284;3.704.269.987.447.150;0.3619845384764184;0.00025979937863113145;0.9436043933592578;0.05008511062068033;64.956.069.188.486.700;0.02606666890205639;0.9822263786163253;
0.4218234737420624;0.0;-9999.0;-9999.0;0.0;0.0;9.517.151.073.489.630;6.560.638.176.758.090;1.723.633.498.870.330;27.475.489.217.519.900;26.927.548.280.072.700;7.985.163.003.945.610;13.496.094.761.491.700;23.642.822.757.506.300;0.38912833855175144;0.40456200729919284;3.704.269.987.447.150;0.3619845384764184;0.00025979937863113145;0.9436043933592578;0.05008511062068033;64.956.069.188.486.700;0.02606666890205639;0.9822263786163253;
0.4218234737420624;0.0;-9999.0;-9999.0;0.0;0.0;9.517.151.073.489.630;6.560.638.176.758.090;1.723.633.498.870.330;27.475.489.217.519.900;26.927.548.280.072.700;7.985.163.003.945.610;13.496.094.761.491.700;23.642.822.757.506.300;0.38912833855175144;0.40456200729919284;3.704.269.987.447.150;0.3619845384764184;0.00025979937863113145;0.9436043933592578;0.05008511062068033;64.956.069.188.486.700;0.02606666890205639;0.9822263786163253;
0.4218234737420624;0.0;-9999.0;-9999.0;0.0;0.0;9.517.151.073.489.630;6.560.638.176.758.090;1.723.633.498.870.330;27.475.489.217.519.900;26.927.548.280.072.700;7.985.163.003.945.610;13.496.094.761.491.700;23.642.822.757.506.300;0.38912833855175144;0.40456200729919284;3.704.269.987.447.150;0.3619845384764184;0.00025979937863113145;0.9436043933592578;0.05008511062068033;64.956.069.188.486.700;0.02606666890205639;0.9822263786163253;
0.4218234737420624;0.0;-9999.0;-9999.0;0.0;0.0;9.517.151.073.489.630;6.560.638.176.758.090;1.723.633.498.870.330;27.475.489.217.519.900;26.927.548.280.072.700;7.985.163.003.945.610;13.496.094.761.491.700;23.642.822.757.506.300;0.38912833855175144;0.40456200729919284;3.704.269.987.447.150;0.3619845384764184;0.00025979937863113145;0.9436043933592578;0.05008511062068033;64.956.069.188.486.700;0.02606666890205639;0.9822263786163253;
0.4211541442750597;0.0;-9999.0;-9999.0;0.0;0.0;8.249.282.695.598.370;1.049.885.931.688.360;17.142.407.308.936.700;26.727.830.257.273.700;25.421.056.836.360.700;54.647.680.622.989.300;0.6882038494845801;34.259.451.919.503.100;10.070.290.337.395.800;0.6379662453997195;4.560.125.649.950.100;0.12464302983964193;0.0017442434209822832;0.9120421552158966;0.049928652647027894;6.767.650.479.981.370;0.024480743897595858;0.9998281752431938;
0.41895250434616604;0.0;-9999.0;-9999.0;0.0;0.0;7.977.909.776.131.500;1.558.549.355.255.460;17.340.710.419.041.300;2.576.750.799.911.620;15.131.174.459.516.700;9.178.002.959.872.550;0.8865236163983767;2.062.913.724.643.280;0.5656136497182565;0.35757474222996655;31.491.589.447.147.300;0.5871339937415199;0.0023812110892643124;0.9834384573854859;0.0376837229511795;39.957.535.926.177.100;0.028596485527614235;0.9997726048061483;
0.41895250434616604;0.0;-9999.0;-9999.0;0.0;0.0;7.977.909.776.131.500;1.558.549.355.255.460;17.340.710.419.041.300;2.576.750.799.911.620;15.131.174.459.516.700;9.178.002.959.872.550;0.8865236163983767;2.062.913.724.643.280;0.5656136497182565;0.35757474222996655;31.491.589.447.147.300;0.5871339937415199;0.0023812110892643124;0.9834384573854859;0.0376837229511795;39.957.535.926.177.100;0.028596485527614235;0.9997726048061483;
